,YearStart,YearEnd,LocationAbbr,DataSource,DataValueUnit,DataValue,DataValueAlt,LowConfidenceLimit,HighConfidenceLimit,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1
218511,2021,2021,MI,NVSS,"cases per 100,000",103.5,103.5,100.7,106.3,DIA,DIA03,CRDRATE,SEX,SEXF
218540,2021,2021,MS,NVSS,"cases per 100,000",201.8,201.8,194.6,208.9,DIA,DIA03,CRDRATE,SEX,SEXF
218549,2021,2021,NE,NVSS,"cases per 100,000",138.1,138.1,114.8,161.4,DIA,DIA03,CRDRATE,RACE,BLK
218587,2021,2021,MA,NVSS,Number,146.0,146.0,,,DIA,DIA04,NMBR,OVERALL,OVR
218600,2021,2021,MO,NVSS,"cases per 100,000",2.3,2.3,2.0,2.7,DIA,DIA04,AGEADJRATE,OVERALL,OVR
218617,2021,2021,MD,NVSS,Number,96.0,96.0,,,DIA,DIA04,NMBR,RACE,WHT
218623,2021,2021,MO,NVSS,Number,5388.0,5388.0,,,DIA,DIA03,NMBR,RACE,WHT
218636,2021,2021,MT,BRFSS,%,8.7,8.7,7.7,9.9,DIA,DIA01,CRDPREV,SEX,SEXF
218643,2021,2021,MN,NVSS,Number,91.0,91.0,,,DIA,DIA04,NMBR,SEX,SEXM
218694,2021,2021,MT,BRFSS,%,10.1,10.1,8.7,11.7,DIA,DIA01,CRDPREV,AGE,AGE4564
218696,2021,2021,MO,NVSS,"cases per 100,000",2.0,2.0,1.5,2.5,DIA,DIA04,AGEADJRATE,SEX,SEXF
218707,2021,2021,MI,BRFSS,%,15.4,15.4,12.9,18.3,DIA,DIA01,AGEADJPREV,RACE,BLK
218715,2021,2021,MD,NVSS,Number,6086.0,6086.0,,,DIA,DIA03,NMBR,AGE,AGE65P
218732,2021,2021,MI,NVSS,"cases per 100,000",1.9,1.9,1.6,2.2,DIA,DIA04,AGEADJRATE,RACE,WHT
218743,2021,2021,MT,NVSS,Number,20.0,20.0,,,DIA,DIA04,NMBR,SEX,SEXF
218780,2021,2021,MS,NVSS,"cases per 100,000",938.2,938.2,911.2,965.2,DIA,DIA03,CRDRATE,AGE,AGE65P
218841,2021,2021,MA,BRFSS,%,8.7,8.7,7.5,10.1,DIA,DIA01,CRDPREV,SEX,SEXF
218852,2021,2021,NE,BRFSS,%,9.2,9.2,8.4,10.1,DIA,DIA01,CRDPREV,SEX,SEXF
218884,2021,2021,MD,NVSS,"cases per 100,000",2.3,2.3,1.9,2.9,DIA,DIA04,AGEADJRATE,SEX,SEXF
218931,2021,2021,MS,NVSS,"cases per 100,000",3.4,3.4,2.6,4.5,DIA,DIA04,CRDRATE,RACE,WHT
218935,2021,2021,MN,NVSS,"cases per 100,000",54.9,54.9,46.9,62.8,DIA,DIA03,CRDRATE,RACE,HIS
218959,2021,2021,MS,NVSS,"cases per 100,000",245.9,245.9,235.9,255.9,DIA,DIA03,AGEADJRATE,RACE,BLK
218982,2021,2021,MI,NVSS,"cases per 100,000",5.0,5.0,3.9,6.3,DIA,DIA04,CRDRATE,RACE,BLK
219009,2021,2021,NE,NVSS,"cases per 100,000",2.6,2.6,1.9,3.4,DIA,DIA04,AGEADJRATE,RACE,WHT
219011,2021,2021,MA,BRFSS,%,7.9,7.9,7.1,8.7,DIA,DIA01,AGEADJPREV,OVERALL,OVR
219088,2021,2021,MS,NVSS,Number,3056.0,3056.0,,,DIA,DIA03,NMBR,SEX,SEXF
219116,2021,2021,MN,NVSS,"cases per 100,000",108.0,108.0,105.4,110.6,DIA,DIA03,AGEADJRATE,RACE,WHT
219126,2021,2021,MS,NVSS,"cases per 100,000",231.4,231.4,222.5,240.4,DIA,DIA03,CRDRATE,RACE,BLK
219170,2021,2021,MD,NVSS,"cases per 100,000",119.0,119.0,115.2,122.8,DIA,DIA03,CRDRATE,SEX,SEXF
219191,2021,2021,MA,NVSS,Number,109.0,109.0,,,DIA,DIA04,NMBR,RACE,WHT
219221,2021,2021,MO,NVSS,Number,6459.0,6459.0,,,DIA,DIA03,NMBR,OVERALL,OVR
219259,2021,2021,MO,NVSS,"cases per 100,000",63.5,63.5,50.8,78.4,DIA,DIA03,AGEADJRATE,RACE,HIS
219266,2021,2021,MA,NVSS,"cases per 100,000",0.7,0.7,0.4,1.0,DIA,DIA04,CRDRATE,AGE,AGE0_44
219299,2021,2021,MO,NVSS,Number,62.0,62.0,,,DIA,DIA04,NMBR,AGE,AGE4564
219309,2021,2021,MN,NVSS,Number,124.0,124.0,,,DIA,DIA04,NMBR,RACE,WHT
219317,2021,2021,NE,NVSS,"cases per 100,000",122.1,122.1,115.2,129.1,DIA,DIA03,CRDRATE,SEX,SEXF
219322,2021,2021,MN,NVSS,"cases per 100,000",2.6,2.6,2.2,3.0,DIA,DIA04,AGEADJRATE,OVERALL,OVR
219338,2021,2021,MN,NVSS,"cases per 100,000",2.3,2.3,1.9,2.8,DIA,DIA04,AGEADJRATE,RACE,WHT
219344,2021,2021,MD,BRFSS,%,11.1,11.1,10.4,11.8,DIA,DIA01,CRDPREV,OVERALL,OVR
219358,2021,2021,MT,BRFSS,%,16.9,16.9,15.2,18.8,DIA,DIA01,CRDPREV,AGE,AGE65P
219389,2021,2021,MT,NVSS,"cases per 100,000",88.8,88.8,83.6,93.9,DIA,DIA03,AGEADJRATE,RACE,WHT
219396,2021,2021,NE,NVSS,"cases per 100,000",6.8,6.8,4.3,10.3,DIA,DIA04,CRDRATE,AGE,AGE65P
219438,2021,2021,MS,NVSS,"cases per 100,000",154.3,154.3,148.7,159.9,DIA,DIA03,AGEADJRATE,SEX,SEXF
219446,2021,2021,MD,NVSS,"cases per 100,000",132.1,132.1,129.3,135.0,DIA,DIA03,CRDRATE,OVERALL,OVR
219486,2021,2021,MD,NVSS,"cases per 100,000",6.4,6.4,5.6,7.3,DIA,DIA03,CRDRATE,AGE,AGE0_44
219506,2021,2021,MO,NVSS,"cases per 100,000",32.3,32.3,20.5,48.4,DIA,DIA03,AGEADJRATE,RACE,MRC
219538,2021,2021,MT,BRFSS,%,8.0,8.0,4.4,14.1,DIA,DIA01,CRDPREV,RACE,HIS
219541,2021,2021,MI,BRFSS,%,10.1,10.1,9.1,11.2,DIA,DIA01,AGEADJPREV,SEX,SEXM
219565,2021,2021,MT,NVSS,"cases per 100,000",4.1,4.1,2.6,6.2,DIA,DIA04,CRDRATE,SEX,SEXM
219579,2021,2021,MN,BRFSS,%,9.0,9.0,8.5,9.6,DIA,DIA01,CRDPREV,RACE,WHT
219624,2021,2021,MO,NVSS,"cases per 100,000",5.5,5.5,4.2,7.1,DIA,DIA04,CRDRATE,AGE,AGE65P
219625,2021,2021,MS,NVSS,"cases per 100,000",14.2,14.2,12.5,16.0,DIA,DIA03,CRDRATE,AGE,AGE0_44
219641,2021,2021,MI,BRFSS,%,3.0,3.0,2.3,3.9,DIA,DIA01,CRDPREV,AGE,AGE1844
219664,2021,2021,MS,NVSS,"cases per 100,000",5.2,5.2,3.9,6.8,DIA,DIA04,AGEADJRATE,RACE,BLK
219672,2021,2021,MI,NVSS,Number,347.0,347.0,,,DIA,DIA03,NMBR,AGE,AGE0_44
219753,2021,2021,NE,BRFSS,%,8.7,8.7,8.2,9.3,DIA,DIA01,AGEADJPREV,OVERALL,OVR
219846,2021,2021,MA,NVSS,Number,433.0,433.0,,,DIA,DIA03,NMBR,RACE,BLK
219853,2021,2021,MT,NVSS,"cases per 100,000",3.9,3.9,2.8,5.2,DIA,DIA04,CRDRATE,OVERALL,OVR
219936,2021,2021,MN,NVSS,"cases per 100,000",142.2,142.2,123.1,161.4,DIA,DIA03,AGEADJRATE,RACE,ASN
219941,2021,2021,NE,NVSS,"cases per 100,000",118.8,118.8,114.3,123.3,DIA,DIA03,AGEADJRATE,OVERALL,OVR
219952,2021,2021,MS,NVSS,"cases per 100,000",3.2,3.2,2.4,4.1,DIA,DIA04,AGEADJRATE,SEX,SEXF
219956,2021,2021,MD,NVSS,Number,206.0,206.0,,,DIA,DIA04,NMBR,OVERALL,OVR
219970,2021,2021,MS,NVSS,Number,49.0,49.0,,,DIA,DIA03,NMBR,RACE,HIS
219981,2021,2021,MA,NVSS,Number,84.0,84.0,,,DIA,DIA04,NMBR,SEX,SEXM
220029,2021,2021,MO,PRAMS,%,11.8,11.8,9.5,14.6,DIA,DIA02,CRDPREV,OVERALL,OVR
220053,2021,2021,NE,PRAMS,%,9.6,9.6,6.0,14.9,DIA,DIA02,CRDPREV,RACE,MRC
220077,2021,2021,MT,NVSS,"cases per 100,000",80.7,80.7,74.1,87.3,DIA,DIA03,AGEADJRATE,SEX,SEXF
220155,2021,2021,MN,BRFSS,%,9.0,9.0,8.5,9.5,DIA,DIA01,CRDPREV,OVERALL,OVR
220187,2021,2021,MI,BRFSS,%,10.3,10.3,9.5,11.1,DIA,DIA01,CRDPREV,RACE,WHT
220189,2021,2021,MD,BRFSS,%,9.1,9.1,8.3,9.9,DIA,DIA01,AGEADJPREV,SEX,SEXF
220222,2021,2021,MT,NVSS,Number,33.0,33.0,,,DIA,DIA04,NMBR,RACE,WHT
220228,2021,2021,MD,BRFSS,%,12.3,12.3,9.0,16.6,DIA,DIA01,CRDPREV,RACE,ASN
220281,2021,2021,MT,NVSS,Number,174.0,174.0,,,DIA,DIA03,NMBR,RACE,AIAN
220293,2021,2021,MD,NVSS,Number,4374.0,4374.0,,,DIA,DIA03,NMBR,RACE,WHT
220326,2021,2021,MS,NVSS,Number,50.0,50.0,,,DIA,DIA04,NMBR,AGE,AGE65P
220491,2021,2021,MO,BRFSS,%,14.7,14.7,11.7,18.3,DIA,DIA01,AGEADJPREV,RACE,BLK
220492,2021,2021,MT,PRAMS,%,7.4,7.4,5.8,9.4,DIA,DIA02,CRDPREV,RACE,WHT
220578,2021,2021,MD,NVSS,"cases per 100,000",88.7,88.7,85.8,91.6,DIA,DIA03,AGEADJRATE,SEX,SEXF
220594,2021,2021,NE,BRFSS,%,2.6,2.6,2.1,3.2,DIA,DIA01,CRDPREV,AGE,AGE1844
220598,2021,2021,MO,NVSS,"cases per 100,000",73.7,73.7,45.0,113.8,DIA,DIA03,CRDRATE,RACE,AIAN
220607,2021,2021,MD,NVSS,"cases per 100,000",3.5,3.5,2.9,4.2,DIA,DIA04,AGEADJRATE,SEX,SEXM
220609,2021,2021,MI,NVSS,Number,6943.0,6943.0,,,DIA,DIA03,NMBR,SEX,SEXM
220619,2021,2021,MT,NVSS,"cases per 100,000",133.3,133.3,126.5,140.1,DIA,DIA03,CRDRATE,OVERALL,OVR
220709,2021,2021,MN,NVSS,Number,173.0,173.0,,,DIA,DIA03,NMBR,AGE,AGE0_44
220727,2021,2021,MD,NVSS,Number,74.0,74.0,,,DIA,DIA04,NMBR,AGE,AGE4564
220728,2021,2021,MA,NVSS,"cases per 100,000",44.6,44.6,37.7,51.5,DIA,DIA03,AGEADJRATE,RACE,ASN
220731,2021,2021,MI,NVSS,"cases per 100,000",119.8,119.8,106.8,132.7,DIA,DIA03,AGEADJRATE,RACE,HIS
220738,2021,2021,MN,PRAMS,%,6.1,6.1,3.5,10.4,DIA,DIA02,CRDPREV,RACE,WHT
220742,2021,2021,MO,BRFSS,%,13.5,13.5,8.1,21.8,DIA,DIA01,CRDPREV,RACE,AIAN
220781,2021,2021,MI,NVSS,Number,264.0,264.0,,,DIA,DIA04,NMBR,OVERALL,OVR
220836,2021,2021,MN,NVSS,"cases per 100,000",160.7,160.7,156.0,165.3,DIA,DIA03,CRDRATE,SEX,SEXM
220910,2021,2021,MD,NVSS,Number,44.0,44.0,,,DIA,DIA04,NMBR,AGE,AGE0_44
220916,2021,2021,MS,NVSS,"cases per 100,000",10.1,10.1,7.5,13.3,DIA,DIA04,CRDRATE,AGE,AGE65P
220923,2021,2021,MO,NVSS,"cases per 100,000",91.0,91.0,87.7,94.4,DIA,DIA03,CRDRATE,SEX,SEXF
220928,2021,2021,NE,NVSS,"cases per 100,000",1.8,1.8,1.1,2.7,DIA,DIA04,AGEADJRATE,SEX,SEXF
220938,2021,2021,MT,BRFSS,%,16.3,16.3,12.4,21.2,DIA,DIA01,CRDPREV,RACE,AIAN
220954,2021,2021,MN,NVSS,"cases per 100,000",3.2,3.2,2.6,3.9,DIA,DIA04,CRDRATE,SEX,SEXM
220973,2021,2021,MI,BRFSS,%,10.8,10.8,10.1,11.6,DIA,DIA01,CRDPREV,OVERALL,OVR
220991,2021,2021,NE,NVSS,Number,1193.0,1193.0,,,DIA,DIA03,NMBR,SEX,SEXF
221005,2021,2021,MS,BRFSS,%,14.4,14.4,12.5,16.5,DIA,DIA01,CRDPREV,SEX,SEXM
221022,2021,2021,MA,NVSS,Number,62.0,62.0,,,DIA,DIA04,NMBR,SEX,SEXF
221119,2021,2021,MO,NVSS,"cases per 100,000",65.5,65.5,63.0,68.0,DIA,DIA03,AGEADJRATE,SEX,SEXF
221158,2021,2021,MD,NVSS,"cases per 100,000",161.0,161.0,155.1,166.8,DIA,DIA03,AGEADJRATE,RACE,BLK
221166,2021,2021,MO,NVSS,Number,859.0,859.0,,,DIA,DIA03,NMBR,RACE,BLK
221190,2021,2021,MA,PRAMS,%,9.7,9.7,7.9,11.8,DIA,DIA02,CRDPREV,OVERALL,OVR
221207,2021,2021,MI,PRAMS,%,12.0,12.0,9.4,15.2,DIA,DIA02,CRDPREV,RACE,WHT
221261,2021,2021,MO,NVSS,"cases per 100,000",28.8,28.8,20.5,39.4,DIA,DIA03,CRDRATE,RACE,ASN
221283,2021,2021,MS,NVSS,Number,6503.0,6503.0,,,DIA,DIA03,NMBR,OVERALL,OVR
221343,2021,2021,MI,NVSS,"cases per 100,000",2.3,2.3,2.0,2.6,DIA,DIA04,CRDRATE,RACE,WHT
221344,2021,2021,MS,NVSS,"cases per 100,000",2.7,2.7,2.0,3.5,DIA,DIA04,AGEADJRATE,RACE,WHT
221360,2021,2021,MT,BRFSS,%,3.2,3.2,2.4,4.3,DIA,DIA01,CRDPREV,AGE,AGE1844
221365,2021,2021,MA,NVSS,"cases per 100,000",80.9,80.9,78.4,83.5,DIA,DIA03,CRDRATE,RACE,WHT
221392,2021,2021,MT,NVSS,"cases per 100,000",152.9,152.9,142.6,163.1,DIA,DIA03,CRDRATE,SEX,SEXM
221397,2021,2021,MI,NVSS,"cases per 100,000",2.3,2.3,2.0,2.6,DIA,DIA04,AGEADJRATE,OVERALL,OVR
221407,2021,2021,MI,NVSS,"cases per 100,000",1.9,1.9,1.5,2.3,DIA,DIA04,AGEADJRATE,SEX,SEXF
221409,2021,2021,MN,NVSS,"cases per 100,000",24.3,24.3,16.8,34.0,DIA,DIA03,CRDRATE,RACE,MRC
221413,2021,2021,MS,BRFSS,%,13.8,13.8,12.6,15.1,DIA,DIA01,AGEADJPREV,OVERALL,OVR
221441,2021,2021,MD,NVSS,"cases per 100,000",3.2,3.2,2.6,3.9,DIA,DIA04,CRDRATE,RACE,WHT
221457,2021,2021,MT,NVSS,"cases per 100,000",2.8,2.8,1.8,4.0,DIA,DIA04,AGEADJRATE,RACE,WHT
221506,2021,2021,MA,NVSS,"cases per 100,000",37.8,37.8,22.4,59.7,DIA,DIA03,AGEADJRATE,RACE,MRC
221512,2021,2021,MI,NVSS,"cases per 100,000",60.2,60.2,50.5,69.9,DIA,DIA03,AGEADJRATE,RACE,ASN
221545,2021,2021,MI,NVSS,"cases per 100,000",88.2,88.2,86.4,90.0,DIA,DIA03,AGEADJRATE,RACE,WHT
221548,2021,2021,NE,NVSS,"cases per 100,000",6.1,6.1,4.8,7.7,DIA,DIA03,CRDRATE,AGE,AGE0_44
221591,2021,2021,MO,BRFSS,%,14.4,14.4,8.1,24.2,DIA,DIA01,AGEADJPREV,RACE,AIAN
221628,2021,2021,MN,BRFSS,%,19.6,19.6,18.2,21.1,DIA,DIA01,CRDPREV,AGE,AGE65P
221643,2021,2021,MD,NVSS,Number,117.0,117.0,,,DIA,DIA04,NMBR,SEX,SEXM
221657,2021,2021,MA,BRFSS,%,8.8,8.8,5.1,14.6,DIA,DIA01,AGEADJPREV,RACE,ASN
221676,2021,2021,MO,NVSS,"cases per 100,000",4.5,4.5,3.1,6.3,DIA,DIA04,CRDRATE,RACE,BLK
221679,2021,2021,MN,NVSS,Number,3434.0,3434.0,,,DIA,DIA03,NMBR,SEX,SEXF
221683,2021,2021,MS,NVSS,"cases per 100,000",230.1,230.1,222.8,237.4,DIA,DIA03,CRDRATE,RACE,WHT
221690,2021,2021,MO,BRFSS,%,12.7,12.7,8.0,19.6,DIA,DIA01,CRDPREV,RACE,MRC
221734,2021,2021,MT,NVSS,"cases per 100,000",189.4,189.4,137.7,254.3,DIA,DIA03,AGEADJRATE,RACE,HIS
221762,2021,2021,MS,NVSS,"cases per 100,000",3.5,3.5,2.8,4.1,DIA,DIA04,AGEADJRATE,OVERALL,OVR
221769,2021,2021,NE,NVSS,"cases per 100,000",3.2,3.2,2.3,4.2,DIA,DIA04,CRDRATE,RACE,WHT
221783,2021,2021,MS,NVSS,"cases per 100,000",240.2,240.2,232.1,248.2,DIA,DIA03,CRDRATE,SEX,SEXM
221824,2021,2021,MA,NVSS,"cases per 100,000",32.5,32.5,27.6,37.4,DIA,DIA03,CRDRATE,RACE,ASN
221844,2021,2021,MD,NVSS,"cases per 100,000",606.7,606.7,591.4,621.9,DIA,DIA03,CRDRATE,AGE,AGE65P
221855,2021,2021,MN,NVSS,"cases per 100,000",3.5,3.5,2.6,4.6,DIA,DIA04,CRDRATE,AGE,AGE4564
221859,2021,2021,MN,BRFSS,%,12.7,12.7,10.0,16.0,DIA,DIA01,AGEADJPREV,RACE,BLK
221890,2021,2021,MD,NVSS,"cases per 100,000",4.9,4.9,4.0,6.1,DIA,DIA04,CRDRATE,RACE,BLK
221903,2021,2021,MS,NVSS,Number,4637.0,4637.0,,,DIA,DIA03,NMBR,AGE,AGE65P
221961,2021,2021,MI,NVSS,"cases per 100,000",5.3,5.3,4.3,6.4,DIA,DIA04,CRDRATE,AGE,AGE65P
221984,2021,2021,NE,BRFSS,%,9.7,9.7,7.5,12.4,DIA,DIA01,CRDPREV,RACE,HIS
221987,2021,2021,MI,PRAMS,%,13.0,13.0,10.2,16.5,DIA,DIA02,CRDPREV,RACE,BLK
222038,2021,2021,MS,NVSS,"cases per 100,000",70.6,70.6,44.7,105.9,DIA,DIA03,CRDRATE,RACE,ASN
222057,2021,2021,MT,NVSS,"cases per 100,000",128.9,128.9,121.6,136.1,DIA,DIA03,CRDRATE,RACE,WHT
222058,2021,2021,MT,NVSS,Number,44.0,44.0,,,DIA,DIA03,NMBR,AGE,AGE0_44
222090,2021,2021,MA,BRFSS,%,8.9,8.9,8.1,9.9,DIA,DIA01,CRDPREV,OVERALL,OVR
222121,2021,2021,MO,NVSS,"cases per 100,000",2.8,2.8,2.3,3.5,DIA,DIA04,AGEADJRATE,SEX,SEXM
222137,2021,2021,MT,BRFSS,%,8.1,8.1,7.1,9.2,DIA,DIA01,AGEADJPREV,SEX,SEXM
222143,2021,2021,MD,BRFSS,%,12.3,12.3,7.3,19.9,DIA,DIA01,CRDPREV,RACE,MRC
222145,2021,2021,MN,NVSS,"cases per 100,000",346.0,346.0,299.2,392.8,DIA,DIA03,CRDRATE,RACE,AIAN
222150,2021,2021,MN,NVSS,"cases per 100,000",422.9,422.9,362.7,483.2,DIA,DIA03,AGEADJRATE,RACE,AIAN
222155,2021,2021,MS,NVSS,Number,60.0,60.0,,,DIA,DIA04,NMBR,SEX,SEXM
222185,2021,2021,MO,BRFSS,%,19.9,19.9,18.2,21.8,DIA,DIA01,CRDPREV,AGE,AGE65P
222197,2021,2021,MI,NVSS,Number,172.0,172.0,,,DIA,DIA04,NMBR,RACE,WHT
222243,2021,2021,NE,BRFSS,%,18.4,18.4,10.9,29.4,DIA,DIA01,AGEADJPREV,RACE,ASN
222245,2021,2021,MO,NVSS,"cases per 100,000",97.6,97.6,92.7,102.6,DIA,DIA03,CRDRATE,AGE,AGE4564
222270,2021,2021,MI,NVSS,"cases per 100,000",93.9,93.9,92.2,95.6,DIA,DIA03,AGEADJRATE,OVERALL,OVR
222288,2021,2021,MO,BRFSS,%,8.0,8.0,4.4,13.8,DIA,DIA01,CRDPREV,RACE,HIS
222326,2021,2021,NE,NVSS,"cases per 100,000",690.0,690.0,661.3,718.7,DIA,DIA03,CRDRATE,AGE,AGE65P
222331,2021,2021,MN,BRFSS,%,9.0,9.0,8.4,9.8,DIA,DIA01,AGEADJPREV,SEX,SEXM
222364,2021,2021,MA,NVSS,Number,3970.0,3970.0,,,DIA,DIA03,NMBR,AGE,AGE65P
222377,2021,2021,NE,BRFSS,%,9.6,9.6,9.0,10.3,DIA,DIA01,CRDPREV,OVERALL,OVR
222381,2021,2021,MN,BRFSS,%,22.3,22.3,15.5,31.0,DIA,DIA01,AGEADJPREV,RACE,AIAN
222399,2021,2021,MN,NVSS,Number,160.0,160.0,,,DIA,DIA04,NMBR,OVERALL,OVR
222419,2021,2021,MN,NVSS,Number,65.0,65.0,,,DIA,DIA04,NMBR,AGE,AGE65P
222422,2021,2021,MI,NVSS,"cases per 100,000",73.0,73.0,71.0,75.0,DIA,DIA03,AGEADJRATE,SEX,SEXF
222470,2021,2021,NE,NVSS,Number,48.0,48.0,,,DIA,DIA04,NMBR,RACE,WHT
222480,2021,2021,MN,NVSS,"cases per 100,000",147.8,147.8,143.5,152.2,DIA,DIA03,AGEADJRATE,SEX,SEXM
222497,2021,2021,MD,NVSS,Number,228.0,228.0,,,DIA,DIA03,NMBR,AGE,AGE0_44
222527,2021,2021,NE,NVSS,"cases per 100,000",329.7,329.7,230.9,456.4,DIA,DIA03,AGEADJRATE,RACE,AIAN
222546,2021,2021,MD,NVSS,Number,3147.0,3147.0,,,DIA,DIA03,NMBR,RACE,BLK
222556,2021,2021,MA,NVSS,"cases per 100,000",1.4,1.4,1.0,1.8,DIA,DIA04,AGEADJRATE,SEX,SEXF
222558,2021,2021,MN,BRFSS,%,4.4,4.4,2.8,6.9,DIA,DIA01,CRDPREV,RACE,ASN
222578,2021,2021,MI,BRFSS,%,11.3,11.3,10.2,12.4,DIA,DIA01,CRDPREV,SEX,SEXM
222615,2021,2021,MS,NVSS,Number,245.0,245.0,,,DIA,DIA03,NMBR,AGE,AGE0_44
222652,2021,2021,NE,PRAMS,%,9.3,9.3,6.7,12.9,DIA,DIA02,CRDPREV,RACE,WHT
222663,2021,2021,MO,PRAMS,%,10.7,10.7,5.3,20.4,DIA,DIA02,CRDPREV,RACE,BLK
222674,2021,2021,MT,PRAMS,%,8.2,8.2,6.8,10.0,DIA,DIA02,CRDPREV,OVERALL,OVR
222704,2021,2021,NE,NVSS,Number,22.0,22.0,,,DIA,DIA04,NMBR,AGE,AGE65P
222727,2021,2021,NE,NVSS,"cases per 100,000",91.1,91.1,85.8,96.4,DIA,DIA03,AGEADJRATE,SEX,SEXF
222730,2021,2021,MI,NVSS,"cases per 100,000",6.2,6.2,5.5,6.8,DIA,DIA03,CRDRATE,AGE,AGE0_44
222733,2021,2021,MA,BRFSS,%,7.0,7.0,6.2,8.0,DIA,DIA01,AGEADJPREV,RACE,WHT
222806,2021,2021,MI,NVSS,Number,99.0,99.0,,,DIA,DIA04,NMBR,AGE,AGE4564
222813,2021,2021,MT,NVSS,Number,1141.0,1141.0,,,DIA,DIA03,NMBR,AGE,AGE65P
222870,2021,2021,MD,NVSS,"cases per 100,000",108.8,108.8,106.4,111.2,DIA,DIA03,AGEADJRATE,OVERALL,OVR
222883,2021,2021,MA,BRFSS,%,11.2,11.2,9.6,13.0,DIA,DIA01,CRDPREV,AGE,AGE4564
222892,2021,2021,MD,NVSS,"cases per 100,000",93.7,93.7,90.9,96.5,DIA,DIA03,AGEADJRATE,RACE,WHT
222910,2021,2021,MD,BRFSS,%,10.5,10.5,9.7,11.4,DIA,DIA01,CRDPREV,SEX,SEXF
222923,2021,2021,MO,BRFSS,%,9.2,9.2,5.5,15.0,DIA,DIA01,AGEADJPREV,RACE,HIS
222927,2021,2021,MT,BRFSS,%,7.0,7.0,6.3,7.8,DIA,DIA01,AGEADJPREV,RACE,WHT
222936,2021,2021,MN,NVSS,"cases per 100,000",140.7,140.7,137.6,143.8,DIA,DIA03,CRDRATE,OVERALL,OVR
222940,2021,2021,MD,NVSS,"cases per 100,000",3.3,3.3,2.9,3.8,DIA,DIA04,CRDRATE,OVERALL,OVR
222969,2021,2021,MO,NVSS,"cases per 100,000",2.2,2.2,1.7,2.8,DIA,DIA04,CRDRATE,SEX,SEXF
222977,2021,2021,MI,NVSS,Number,69.0,69.0,,,DIA,DIA04,NMBR,AGE,AGE0_44
223038,2021,2021,MO,NVSS,"cases per 100,000",104.7,104.7,102.2,107.3,DIA,DIA03,CRDRATE,OVERALL,OVR
223065,2021,2021,MO,BRFSS,%,15.4,15.4,12.2,19.1,DIA,DIA01,CRDPREV,RACE,BLK
223125,2021,2021,MA,NVSS,"cases per 100,000",54.7,54.7,51.3,58.0,DIA,DIA03,CRDRATE,AGE,AGE4564
223134,2021,2021,NE,BRFSS,%,7.7,7.7,7.2,8.3,DIA,DIA01,AGEADJPREV,RACE,WHT
223201,2021,2021,MI,BRFSS,%,11.2,11.2,7.4,16.8,DIA,DIA01,AGEADJPREV,RACE,MRC
223203,2021,2021,MN,NVSS,"cases per 100,000",134.0,134.0,112.4,155.6,DIA,DIA03,AGEADJRATE,RACE,HIS
223245,2021,2021,MD,BRFSS,%,13.4,13.4,10.0,17.9,DIA,DIA01,AGEADJPREV,RACE,ASN
223261,2021,2021,MT,NVSS,Number,43.0,43.0,,,DIA,DIA04,NMBR,OVERALL,OVR
223265,2021,2021,MA,NVSS,Number,61.0,61.0,,,DIA,DIA04,NMBR,AGE,AGE65P
223291,2021,2021,MS,BRFSS,%,14.8,14.8,13.2,16.5,DIA,DIA01,CRDPREV,RACE,WHT
223304,2021,2021,MO,NVSS,Number,164.0,164.0,,,DIA,DIA04,NMBR,OVERALL,OVR
223330,2021,2021,MD,NVSS,Number,4383.0,4383.0,,,DIA,DIA03,NMBR,SEX,SEXM
223350,2021,2021,MI,NVSS,"cases per 100,000",66.4,66.4,59.7,73.2,DIA,DIA03,CRDRATE,RACE,HIS
223364,2021,2021,MO,NVSS,"cases per 100,000",79.3,79.3,77.1,81.4,DIA,DIA03,AGEADJRATE,RACE,WHT
223369,2021,2021,MN,PRAMS,%,9.7,9.7,2.7,29.3,DIA,DIA02,CRDPREV,RACE,MRC
223381,2021,2021,MS,NVSS,"cases per 100,000",47.6,47.6,35.2,62.9,DIA,DIA03,CRDRATE,RACE,HIS
223385,2021,2021,MT,BRFSS,%,9.3,9.3,5.3,15.8,DIA,DIA01,AGEADJPREV,RACE,HIS
223405,2021,2021,MN,BRFSS,%,7.3,7.3,6.9,7.8,DIA,DIA01,AGEADJPREV,RACE,WHT
223485,2021,2021,MA,NVSS,"cases per 100,000",85.5,85.5,82.4,88.7,DIA,DIA03,CRDRATE,SEX,SEXM
223536,2021,2021,MI,NVSS,"cases per 100,000",132.8,132.8,126.7,139.0,DIA,DIA03,AGEADJRATE,RACE,BLK
223538,2021,2021,MA,NVSS,Number,26.0,26.0,,,DIA,DIA04,NMBR,AGE,AGE0_44
223549,2021,2021,MO,NVSS,"cases per 100,000",1.2,1.2,0.9,1.6,DIA,DIA04,CRDRATE,AGE,AGE0_44
223568,2021,2021,MN,NVSS,Number,69.0,69.0,,,DIA,DIA04,NMBR,SEX,SEXF
223594,2021,2021,MA,BRFSS,%,8.3,8.3,7.2,9.5,DIA,DIA01,AGEADJPREV,SEX,SEXM
223616,2021,2021,MD,BRFSS,%,22.0,22.0,20.4,23.7,DIA,DIA01,CRDPREV,AGE,AGE65P
